Departamento,Municipio, L.1 Transparencia,L.2 Colaboración,L.3 Participación, Promedio indicadores de proceso TIC para Gobierno abierto,RC1.Porcentaje de conjuntos de datos abiertos estratégicos publicados,Número de aplicaciones o de publicaciones generadas a partir de datos abiertos,Número de soluciones implementadas a colaboracion que hacen uso de medios electrónicos,Porcentaje de ejercicios de consulta o toma de decisiones  en los que se hizo uso de medios electrónicos,Promedio indicadores de resultado TIC para Gobierno abierto,Gobierno abierto,Porcentaje de trámites y servicios en línea que cuentan con caracterización de los usuarios,Porcentaje de trámites y servicios en línea que cumplen los criterios de accesibilidad,Porcentaje de trámites y servicios en línea  que cumplen los criterios de usabilidad,Porcentaje de trámites y servicios en línea que fueron promocionados,L.4 Servicios centrados en el usuario,"Cuenta con un sistema web para la recepción, trámite y respuesta de PQRD","Cuenta con un sistema móvil para la recepción, trámite y respuesta de PQRD",Cuenta con un sistema integrado  de PQRD, L.5 Sistema integrado de PQRD,Porcentaje de certificaciones y constancias disponibles en línea,Porcentaje de trámites y servicios disponibles en línea,Porcentaje de trámites y servicios en línea integrados a alguna ventanilla única, L.6 Trámites y servicios en línea,Promedio indicadores de proceso TIC para Servicios ,Satisfacción con los trámites y servicios en línea,Porcentaje de transacciones en línea,Promedio indicadores de resultado TIC para Servicios,TIC para servicios,Cumpliento del plan estratégico de TI,Cumplimiento con el alcance del plan estratégico ,Cumplimiento con el monitoreo y evaluación de la estrategia de TI,Cumplimiento con el catálogo de servicios de TI,Cumplimiento con el direccionamiento estratégico de TI,L.7 Estratégia de TI,Cumplimiento con el esquema de gobierno de TI,Cumplimiento con la optimización de  compras públicas  de TI,Cumplimiento en la aplicación de buenas prácticas para la gerencia de proyectos TI,Cumplimiento con la transferencia de conocimiento por parte de proveedores,L.8 Gobierno de TI,Cumplimiento de gestión de componentes de información,"Catálogo de componentes de información (datos, información, servicios y flujos de información.",Plataforma de Interoperabilidad.,"Mecanismos  de aseguramiento, control, inspección y             mejoramiento de la calidad de los componentes de información",L.9 Información,Cumplimiento con la gestión derechos de autor,Cumplimiento con las recomendaciones de estilo y Usabilidad,Cumplimiento de los sistemas de información con la apertura de datos,Cumplimiento con el ciclo de vida de los sistemas de información,Cumplimiento con el seguimiento a etapas del ciclo de vida,"Auditoría, seguridad, privacidad y trazabilidad de los sistemas de información",L.10 Sistemas de Información,Cumplimiento con la arquitectura de servicios ,Cumplimiento con la metodología para adquisión de servicios tecnológicos,Cumplimiento con el programa de disposición final de residuos tecnológicos,Cumplimiento con mecanismos de monitoreo de los servicios tecnológicos,Cumplimiento con el soporte y mantenimiento de los servicios tecnológicos,Cumplimiento con la gestión de la calidad y seguridad de servicios tecnológicos ,L.11 Servicios Técnologicos,Cumplimiento de la estrategia de uso y apropiación ,L.12 Uso y apropiación,Cumplimiento con la iniciativa de uso eficiente del papel,Cumplimiento con la gestión de documentos electrónicos,Cumplimiento con la automatización de procesos y procedimientos internos,L.13 Capacidades institucionales,Promedio Indicadores de proceso TIC para la Gestión,RC3.1*,RC3.2*,RC3.3*,RC3.4*,RC3.5*,RC3.6*,Promedio indicadores de resultado TIC para la Gestión*,TIC para la Gestión TI,Diagnostico Seguridad y Privacidad de la Información,La entidad establece y documenta las  políticas del MSPI.,"La entidad establece procedimientos, roles y responsabilidades dentro del MSPI",La entidad realiza el inventario de activos de información,La entidad gestiona los riesgos de seguridad y privacidad de la información.,"La entidad genera planes de comunicación, sensibilización y capacitación en seguridad de la información",L. 14Definición del marco de seguridad y privacidad de la información y de los sistemas de información,Debilidades de Implementación en el MSPI,La entidad implementa el plan de tratamiento de riesgos de seguridad y privacidad de la información,Se divulga y capacita a los funcionarios sobre las temáticas del modelo de gestión de seguridad de la información establecido para la entidad,TL15 Implementación del plan de seguridad y privacidad de la información y de los sistemas de información,"La entidad cuenta con actividades para el seguimiento, medición, análisis y evaluación del desempeño de la seguridad y privacidad con el fin de generar los ajustes o cambios pertinentes y oportunos.",La entidad revisa e implementa acciones de mejora continua que garanticen el cumplimiento del plan de seguridad y privacidad de la Información.,L16Monitoreo y mejoramiento continuo,Promedio indicadores de proceso Seguridad y Privacidad de la Información,R4.1 dentificación de activos críticos de información*,R4.2 Gestión vulnerabilidades*,R4.3 Remediación *,Promedio indicadores de resultado Seguridad y Privacidad de la Información*,Seguridad y Privacidad de la Información,ÍNDICE GEL
Boyacá,Tibaná,99,0,100,66,100,100,0,100,75,71,100,75,75,100,88,100,100,100,100,75,75,100,83,90,100,100,100,95,70,33,0,100,40,49,100,0,100,100,75,100,100,0,0,50,100,50,100,50,0,100,67,0,50,100,0,67,0,36,80,80,100,100,100,100,65,33,100,100,100,100,100,89,77,50,92,100,38,38,50,61,40,50,100,63,25,33,29,51,0,NA,NA,0,26,67
Boyacá,Gachantivá,89,100,100,96,100,100,100,100,100,98,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,0,0,0,33,0,0,0,8,0,0,100,0,25,0,25,0,25,0,0,8,0,50,0,0,67,0,19,70,70,67,75,75,72,29,0,0,10,0,0,100,18,24,0,83,0,0,0,50,22,20,0,0,7,13,0,6,12,0,NA,NA,0,6,42
Boyacá,Tibasosa,92,100,100,97,100,0,0,0,25,61,75,0,25,0,25,100,100,100,100,50,75,0,42,56,100,48,74,65,0,0,0,0,40,8,0,100,0,100,50,0,0,0,0,0,100,0,100,25,0,0,38,0,0,100,0,100,0,33,50,50,83,50,75,69,35,0,0,0,0,100,100,33,34,0,0,0,0,0,0,0,0,0,0,0,13,67,40,13,100,NA,0,50,32,48
Boyacá,Guacamayas,71,0,100,57,100,0,0,100,50,53,0,100,100,100,75,100,100,0,67,50,25,0,25,56,100,100,100,78,0,0,0,0,80,16,67,50,100,100,79,30,0,100,0,33,0,25,100,0,0,0,21,0,50,0,0,67,17,22,60,60,100,50,100,83,45,0,0,40,100,100,100,57,51,0,92,0,0,0,0,15,0,13,50,21,25,0,13,16,0,NA,NA,0,8,48
Boyacá,Tinjacá,97,100,100,99,100,0,100,100,75,87,100,100,100,100,100,100,100,100,100,75,25,75,58,86,100,100,100,93,70,17,100,50,40,55,100,50,100,100,88,0,0,100,0,25,100,100,100,100,30,50,80,0,50,100,0,100,0,42,70,70,100,100,100,100,66,50,100,33,100,100,100,81,73,50,92,100,38,38,50,61,40,50,100,63,50,67,58,61,0,NA,NA,0,30,71
Boyacá,Garagoa,73,0,100,58,0,0,0,100,25,41,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,0,40,8,100,50,100,100,88,100,100,0,0,50,0,100,100,100,0,100,67,50,100,100,100,100,100,92,100,100,83,100,0,61,66,0,0,100,100,0,100,50,58,100,92,100,100,100,100,99,100,50,100,83,50,100,75,86,100,100,100,100,93,58
Boyacá,Tipacoque,93,0,100,64,100,0,0,100,50,57,0,0,0,0,0,100,100,0,67,50,0,0,17,28,30,100,65,46,0,0,0,0,0,0,50,50,100,100,75,0,0,0,0,0,0,25,100,25,0,0,25,0,50,0,0,33,0,14,50,50,67,75,75,72,34,0,0,100,0,0,100,33,34,0,8,0,38,8,50,17,0,0,100,33,0,100,50,34,0,NA,NA,0,17,38
Boyacá,El Espino,43,0,100,48,0,0,0,0,0,24,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,40,8,0,50,0,100,38,0,0,100,0,25,100,50,100,0,0,0,42,0,50,100,0,33,33,36,0,0,67,75,50,64,30,0,100,100,0,100,0,50,40,0,8,0,0,0,0,1,40,13,50,34,0,0,0,12,0,NA,0,0,6,22
Boyacá,Umbita,78,0,100,59,100,100,0,0,50,55,100,100,100,100,100,100,0,100,67,100,100,0,67,78,60,47,53,66,0,0,0,0,40,8,17,50,0,100,42,0,0,0,0,0,0,25,0,50,0,0,13,0,50,100,0,67,0,36,50,50,67,75,25,56,29,0,0,67,100,100,100,61,45,0,58,0,0,0,25,14,40,13,100,51,50,33,42,35,0,NA,0,0,18,46
Boyacá,El Cocuy,97,0,100,66,100,100,0,0,50,58,25,100,100,75,75,100,100,100,100,75,100,100,92,89,100,11,56,72,0,0,0,0,40,8,100,50,100,0,63,0,50,100,0,38,100,100,100,0,0,50,58,0,50,100,0,67,33,42,50,50,100,75,75,83,49,0,0,50,50,100,100,50,49,0,83,0,50,50,63,41,60,50,50,53,13,100,56,50,100,NA,0,50,50,57
Boyacá,Ventaquemada,87,0,100,62,100,0,0,0,25,44,0,100,100,100,75,100,100,0,67,0,100,0,33,58,40,75,58,58,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,6,0,100,0,0,0,0,17,0,50,100,0,67,0,36,0,0,100,100,50,83,20,0,0,0,100,0,100,33,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,32
Boyacá,Floresta,87,0,100,62,100,0,0,0,25,44,100,100,100,0,75,100,100,100,100,50,100,0,50,75,100,100,100,88,0,0,0,0,40,8,0,0,100,100,50,0,25,100,0,31,0,50,100,0,0,0,25,0,0,100,0,100,100,50,50,50,67,100,75,81,42,0,100,100,100,0,100,67,54,0,8,0,38,0,25,12,0,25,0,8,25,67,46,22,0,NA,NA,0,11,49
Boyacá,Villa de Leyva,73,0,100,58,100,0,0,0,25,41,100,100,100,0,75,100,100,100,100,0,100,0,33,69,50,100,75,72,0,0,0,50,40,18,50,50,100,100,75,0,0,100,17,29,0,100,100,75,0,50,54,0,50,100,25,67,0,40,50,50,100,100,100,100,52,0,0,33,100,100,100,56,54,50,83,0,38,29,50,42,20,50,100,57,13,33,23,40,0,NA,100,50,45,53
Boyacá,Gobernación,96,100,100,99,100,0,100,100,75,87,100,100,100,75,94,100,100,100,100,50,25,0,25,73,100,56,78,75,0,0,0,100,80,36,83,50,0,0,33,0,50,0,17,17,0,25,0,50,30,50,26,50,50,100,75,100,83,76,10,10,50,50,0,33,33,0,0,30,78,0,100,35,34,0,100,100,63,33,75,62,40,25,25,30,50,100,75,56,0,NA,0,0,28,56
Boyacá,Firavitoba,47,0,100,49,0,0,0,0,0,25,0,75,0,75,38,100,0,0,33,25,100,75,67,46,15,55,35,40,0,0,0,0,40,8,50,0,0,0,13,0,75,0,0,19,0,0,100,25,0,0,21,0,0,100,0,0,0,17,60,60,50,75,0,42,25,0,0,0,0,0,100,17,21,0,58,0,0,0,50,18,60,0,50,37,0,33,17,24,0,NA,NA,0,12,24
Boyacá,Viracachá,64,0,100,55,100,100,0,0,50,52,50,100,100,100,88,100,100,100,100,0,100,50,50,79,75,100,88,83,0,0,0,0,0,0,17,50,0,100,42,0,0,0,0,0,0,25,100,0,0,0,21,0,50,0,0,0,0,8,0,0,33,25,25,28,14,0,0,0,0,0,100,17,15,50,42,0,88,25,13,36,0,0,0,0,0,67,33,23,100,NA,NA,100,62,53
Boyacá,Tunja,99,0,100,66,100,0,0,0,25,46,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,23,11,17,0,0,0,0,0,0,0,50,0,100,38,0,0,0,0,0,0,0,0,50,0,0,8,0,50,100,100,100,83,72,60,60,83,50,75,69,35,0,0,50,100,100,100,58,47,100,83,100,0,50,100,72,100,50,50,67,50,100,75,71,0,NA,0,0,36,36
Boyacá,Tununguá,23,0,100,41,0,0,0,100,25,33,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,17,50,0,100,42,0,0,0,0,0,100,25,100,25,0,0,42,0,50,0,0,33,0,14,60,60,67,50,75,64,32,0,100,50,100,0,100,58,45,50,8,100,38,8,38,40,20,50,25,32,0,100,50,41,100,50,100,83,62,38
Boyacá,Cucaita,42,0,100,47,0,100,0,0,25,36,100,100,100,100,100,100,0,100,67,75,100,100,92,86,100,100,100,93,0,0,0,0,0,0,0,50,100,100,63,30,0,100,0,33,100,25,100,75,0,100,67,0,0,100,0,33,0,22,50,50,83,75,100,86,46,0,0,0,0,0,100,17,31,0,75,0,38,21,25,26,0,0,25,8,13,100,56,30,0,NA,NA,0,15,44
Boyacá,Cubará,28,100,0,43,0,0,100,100,50,46,0,0,0,0,0,100,100,0,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,25,0,50,38,100,50,100,0,67,0,53,0,0,83,75,100,86,25,0,0,100,0,0,100,33,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,22
Boyacá,Turmequé,84,100,100,95,100,0,100,100,75,85,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,100,67,60,100,40,73,100,100,100,100,100,30,50,100,17,49,100,50,100,25,0,50,54,50,50,100,0,67,17,47,60,60,83,75,100,86,67,74,0,71,0,50,100,49,58,50,83,100,38,29,75,63,40,50,50,47,13,100,56,55,0,NA,100,50,53,59
Boyacá,Duitama,69,100,100,90,100,0,100,100,75,82,100,100,100,100,100,100,100,100,100,100,50,0,50,83,60,100,80,82,0,0,0,0,0,0,17,0,0,0,4,0,0,100,0,25,0,25,0,25,0,50,17,0,0,100,0,33,0,22,10,10,50,25,100,58,19,0,0,67,0,0,100,28,24,0,33,0,0,8,0,7,0,0,50,17,0,0,0,8,0,NA,NA,0,4,48
Boyacá,Tuta,16,0,100,39,0,100,0,0,25,32,75,100,100,100,94,100,100,100,100,0,75,0,25,73,100,100,100,86,0,0,0,0,40,8,33,50,100,100,71,0,0,100,0,25,100,25,100,0,0,50,46,0,50,100,0,33,0,31,50,50,67,75,75,72,43,0,0,0,0,0,100,17,30,0,8,0,0,8,0,3,20,50,0,23,13,67,40,22,0,NA,NA,0,11,40
Boyacá,Cuítiva,42,0,100,47,0,0,0,0,0,24,0,100,75,100,69,100,100,100,100,0,100,0,33,67,60,0,30,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,17,0,50,0,0,0,0,8,0,0,33,25,0,19,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,13,33,23,8,0,NA,0,0,4,20
Boyacá,Tutazá,32,0,100,44,0,100,0,0,25,35,0,0,0,0,0,0,100,0,33,100,75,0,58,31,25,0,13,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,50,100,0,30,50,55,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,4,0,0,0,38,8,38,14,20,50,0,23,0,100,50,29,100,NA,NA,100,65,31
Boyacá,Nuevo Colón,52,0,100,51,0,0,0,0,0,25,0,100,100,0,50,100,100,100,100,100,100,100,100,83,60,47,53,68,0,0,0,0,0,0,33,0,0,0,8,0,25,0,0,6,100,25,0,0,0,0,21,0,0,100,0,67,0,28,50,50,100,25,50,58,25,0,0,100,0,100,100,50,37,0,75,0,0,21,13,18,20,0,100,40,0,0,0,19,0,NA,NA,0,10,35
Boyacá,Oicatá,45,0,100,48,0,0,0,0,0,24,0,100,100,0,50,100,0,0,33,75,25,0,33,39,100,58,79,59,0,0,0,0,0,0,0,50,100,100,63,0,0,0,0,0,0,0,0,25,0,0,4,0,50,100,0,33,17,33,50,50,83,0,0,28,25,0,0,0,0,100,0,17,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,26
Boyacá,Muzo,53,0,100,51,0,0,0,0,0,25,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,6,0,0,17,25,0,14,3,0,0,0,0,0,0,0,1,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,8
Boyacá,Nobsa,69,100,100,90,100,100,100,100,100,95,100,100,100,100,100,100,100,0,67,0,75,100,58,75,100,92,96,86,0,0,0,100,40,28,17,50,100,100,67,30,25,100,17,43,0,25,100,25,30,50,38,100,50,100,30,100,50,72,80,80,67,75,100,81,58,0,0,0,50,100,100,42,50,50,92,100,88,38,88,76,80,50,100,77,50,100,75,76,0,75,0,25,50,70
Boyacá,Moniquirá,60,100,100,87,0,0,100,100,50,68,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,100,50,36,0,0,0,0,40,8,0,50,0,100,38,0,0,0,0,0,100,100,100,75,0,0,63,0,50,0,0,33,33,19,50,50,83,50,0,44,32,0,83,33,100,100,100,69,51,0,8,0,38,0,63,18,20,50,100,57,0,100,50,42,0,NA,NA,0,21,44
Boyacá,Motavita,66,100,100,89,100,0,100,100,75,82,100,100,100,100,100,100,100,0,67,0,100,0,33,67,100,86,93,80,100,0,30,0,80,42,67,50,100,100,79,30,25,0,0,14,100,25,0,0,0,0,21,100,100,100,30,67,0,66,60,60,83,100,50,78,51,67,0,100,50,0,100,53,52,50,58,0,88,58,38,49,40,50,50,47,25,67,46,47,100,NA,NA,100,74,72
Boyacá,Mongua,73,0,100,58,100,0,0,100,50,54,0,100,100,100,75,100,100,100,100,100,100,0,67,81,75,100,88,84,0,0,0,0,40,8,100,0,0,100,50,0,0,100,0,25,0,100,100,75,30,50,59,0,50,100,30,100,17,49,60,60,33,25,100,53,43,0,0,67,0,100,100,44,44,100,83,0,38,0,50,45,20,0,50,23,0,0,0,23,100,NA,NA,100,61,61
Boyacá,Zetaquirá,92,0,100,64,100,0,0,100,50,57,100,100,100,0,75,100,100,0,67,0,75,0,25,56,100,0,50,53,0,0,0,0,0,0,50,50,100,100,75,0,0,100,0,25,100,50,100,50,0,0,50,0,50,0,50,100,67,44,60,60,83,50,100,78,47,0,0,100,100,100,100,67,57,50,92,100,38,29,50,60,60,13,0,24,0,0,0,28,0,NA,100,50,39,51
Boyacá,Monguí,52,100,100,84,100,100,100,100,100,92,0,75,75,100,63,100,100,100,100,25,50,75,50,71,8,41,25,48,70,67,30,50,40,51,67,100,100,100,92,70,25,0,17,28,0,25,100,50,0,50,38,50,50,0,25,67,17,35,80,80,83,50,50,61,55,25,0,100,100,0,100,54,55,50,75,100,63,25,50,60,40,75,100,72,50,67,58,63,100,50,0,50,57,63
Boyacá,Maripi,36,0,0,12,0,0,0,100,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,100,0,31,0,100,100,25,0,0,38,50,0,0,0,33,0,14,50,50,50,25,25,33,24,0,0,0,0,0,100,17,20,50,58,0,38,8,38,32,0,0,0,0,13,33,23,18,100,0,NA,50,34,18
Boyacá,Miraflores,56,0,100,52,0,0,0,100,25,39,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,67,0,36,0,0,83,50,0,44,12,0,0,100,0,0,0,17,14,0,0,100,13,8,13,22,0,0,0,0,0,0,0,7,0,NA,0,0,4,15
Boyacá,Labranzagrande,39,0,100,46,0,0,0,0,0,23,0,100,100,75,69,100,0,100,67,100,100,100,100,78,70,11,40,59,0,0,0,0,40,8,0,50,0,100,38,0,0,0,0,0,100,0,100,25,0,50,46,0,0,0,0,33,17,8,50,50,100,75,50,75,32,0,0,100,100,0,0,33,33,0,8,0,0,0,25,6,100,0,50,50,0,100,50,35,0,NA,0,0,18,33
Boyacá,Macanal,49,100,100,83,0,0,100,0,25,54,0,0,0,0,0,100,100,100,100,0,0,0,0,33,70,0,35,34,0,0,0,0,0,0,0,50,0,100,38,0,0,100,0,25,100,0,0,0,0,0,17,0,50,100,25,67,0,40,0,0,100,100,100,100,31,0,100,0,100,0,100,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,32
Boyacá,La Uvita,18,100,0,39,0,0,100,0,25,32,0,0,0,0,0,100,0,100,67,100,100,0,67,44,20,0,10,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,50,100,0,67,0,44,0,0,67,25,50,47,13,0,0,0,0,0,100,17,15,0,0,0,0,0,25,4,0,0,0,0,0,0,0,1,0,NA,0,0,1,19
Boyacá,Puerto Boyacá,79,100,100,93,100,0,100,100,75,84,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,50,40,18,33,50,100,100,71,0,0,0,0,0,0,50,0,50,0,0,17,0,50,100,25,67,33,46,50,50,67,75,100,81,40,0,0,100,0,100,100,50,45,100,83,100,0,38,88,68,40,0,50,30,75,100,88,62,0,NA,0,0,31,50
Boyacá,La Victoria,90,0,100,63,100,0,0,0,25,44,25,25,100,0,38,100,0,100,67,100,100,0,67,57,100,0,50,53,0,0,0,0,40,8,67,100,100,100,92,30,50,0,17,24,0,0,0,0,0,0,0,100,100,100,0,0,0,50,80,80,83,100,25,69,46,0,0,0,0,100,100,33,40,0,67,0,50,13,50,30,20,50,100,57,63,67,65,50,100,50,NA,75,63,50
Boyacá,Pisba,19,0,0,6,0,0,0,0,0,3,0,0,0,0,0,100,100,0,67,100,0,0,33,33,0,88,44,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,0,42,6,0,0,0,0,0,0,0,3,0,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,0,0,11
Boyacá,Jericó,33,0,100,44,0,0,0,0,0,22,0,0,0,0,0,0,100,100,67,0,0,0,0,22,0,100,50,36,0,0,0,0,0,0,0,100,100,100,75,0,0,100,0,25,100,75,100,0,0,0,46,0,100,100,0,33,0,39,50,50,83,50,100,78,45,0,100,0,100,0,100,50,47,0,8,0,38,8,63,19,40,50,0,30,0,33,17,22,0,NA,NA,0,11,29
Boyacá,Pesca,29,0,0,10,100,0,0,0,25,17,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,100,0,33,0,31,50,50,67,50,0,39,17,0,0,0,100,100,0,33,25,0,8,0,38,8,63,19,0,0,0,0,0,67,33,18,0,NA,NA,0,9,20
Boyacá,La Capilla,37,0,0,12,0,0,0,0,0,6,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,100,50,42,0,0,0,0,40,8,17,0,100,100,54,0,0,100,0,25,0,25,100,25,0,50,33,0,0,100,25,67,0,32,0,0,67,25,75,56,30,0,0,50,0,0,0,8,19,0,8,0,38,0,25,12,20,50,0,23,0,0,0,12,0,NA,NA,0,6,18
Boyacá,Paz de Río,13,0,0,4,0,0,0,0,0,2,0,0,0,0,0,100,0,100,67,0,0,0,0,22,0,0,0,11,0,0,0,0,0,0,0,0,100,100,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,0,11,0,0,100,75,50,75,19,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,20,0,0,7,0,0,0,2,0,NA,NA,0,1,6
Boyacá,Ráquira,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,83,60,100,100,89,100,100,100,100,100,30,25,100,0,39,0,50,100,25,30,50,43,50,50,100,100,100,17,69,100,100,100,100,100,100,77,100,100,100,100,100,100,100,89,100,67,0,75,67,88,66,60,50,100,70,75,67,71,69,0,NA,NA,0,34,81
Boyacá,Betéitiva,47,0,100,49,0,0,0,0,0,25,0,0,0,0,0,100,100,100,100,0,0,0,0,33,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,67,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,11
Boyacá,Rondón,90,100,100,97,100,0,100,100,75,86,100,100,100,25,81,100,100,0,67,100,100,0,67,72,100,0,50,61,0,0,0,0,0,0,50,50,100,100,75,0,0,100,0,25,100,50,100,50,0,0,50,0,50,0,50,100,67,44,60,60,83,50,100,78,47,0,0,100,67,100,100,61,54,50,92,100,38,25,50,59,40,13,0,18,0,0,0,26,0,NA,100,50,38,60
Boyacá,Berbeo,88,0,100,63,50,0,0,100,38,50,100,100,100,75,94,100,100,0,67,0,75,0,25,62,100,0,50,56,0,0,0,0,0,0,33,70,0,100,51,0,0,100,0,25,100,50,100,50,0,0,50,0,100,0,30,100,50,47,20,20,83,75,100,86,40,0,0,60,100,100,100,60,50,50,75,100,38,13,50,54,60,13,100,58,0,67,33,48,0,NA,100,50,49,51
Boyacá,Quípama,100,0,100,67,100,0,0,0,25,46,0,0,0,0,0,100,0,100,67,0,0,0,0,22,100,100,100,61,70,83,0,50,0,41,67,70,100,100,84,0,0,100,0,25,100,100,100,25,0,100,71,0,100,100,0,100,0,50,50,50,100,100,100,100,60,25,0,100,100,100,100,71,65,0,50,100,38,29,63,47,100,50,50,67,50,67,58,57,0,NA,NA,0,29,50
Boyacá,Belén,30,0,100,43,0,0,0,0,0,22,0,0,0,0,0,100,0,0,33,0,0,0,0,11,0,100,50,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,25,100,0,0,0,38,0,0,0,0,33,0,6,0,0,83,75,0,53,14,0,100,100,100,0,100,67,40,0,0,0,0,8,0,1,0,0,25,8,0,0,0,3,0,NA,NA,0,2,24
Boyacá,Ramiriquí,78,0,100,59,100,0,0,100,50,55,0,0,0,0,0,100,100,0,67,100,0,0,33,33,0,37,18,26,0,0,0,0,40,8,0,50,100,100,63,0,0,100,0,25,100,25,100,0,0,0,38,0,100,100,100,33,0,56,50,50,50,25,75,50,41,0,0,100,100,100,100,67,54,0,83,0,63,8,50,34,80,50,100,77,0,67,33,48,0,NA,NA,0,24,40
Boyacá,Arcabuco,99,100,100,100,100,100,100,0,75,87,100,100,100,100,100,100,100,100,100,0,25,100,42,81,100,100,100,90,70,17,30,0,40,31,100,0,100,100,75,0,100,100,50,63,100,100,100,100,30,50,80,100,50,100,0,100,0,58,50,50,100,50,100,83,63,86,0,100,8,0,100,49,56,50,75,0,38,25,50,40,60,50,0,37,25,100,63,46,0,50,NA,25,36,67
Boyacá,Busbanzá,52,0,100,51,0,0,0,100,25,38,100,100,100,100,100,100,0,0,33,75,75,75,75,69,100,100,100,85,0,0,0,0,80,16,100,0,0,0,25,70,100,0,50,55,100,75,100,75,70,50,78,50,50,100,0,33,50,47,90,90,100,100,100,100,59,0,0,100,100,100,100,67,63,50,42,100,38,50,75,59,100,50,100,83,75,67,71,71,100,NA,0,50,61,61
Boyacá,Samacá,58,100,100,86,100,0,100,0,50,68,0,0,0,0,0,100,100,100,100,0,0,0,0,33,60,0,30,32,70,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,50,100,0,0,50,33,0,50,100,55,33,17,43,50,50,67,75,100,81,31,0,0,50,100,50,100,50,41,0,8,0,38,0,25,12,20,50,100,57,38,67,52,40,0,50,NA,25,33,43
Boyacá,Buenavista,86,0,100,62,100,0,0,100,50,56,0,0,0,0,0,100,100,0,67,0,0,0,0,22,0,100,50,36,100,83,0,100,40,65,50,50,100,100,75,0,25,0,0,6,0,50,100,100,0,0,42,50,50,100,0,100,33,56,100,100,100,100,100,100,63,33,0,100,100,100,100,72,68,100,100,0,0,67,88,59,60,0,100,53,25,100,63,58,0,NA,NA,0,29,47
Boyacá,San Eduardo,35,0,100,45,100,100,0,0,50,47,0,100,100,25,56,100,0,100,67,75,100,100,92,72,100,11,56,64,0,0,0,0,40,8,17,100,100,100,79,0,0,0,0,0,100,75,100,0,0,50,54,0,50,100,0,100,0,42,50,50,83,100,100,94,47,0,0,100,100,0,100,50,48,0,0,0,0,0,0,0,40,0,50,30,13,67,40,23,0,50,NA,25,24,46
