departamento,estacion,numerodecontacto,cuadrante
Villavicencio,Estación de Policía Villavicencio,"3,212,803,007",26
ValledeAburra,Estación de Policía la castilla,"3,006,147,320",29
Quindio,Estación Armenia,"3,128,304,283",5
Bogotá,Estación de Policía teusaquillo,"3,017,553,610",16
Bogotá,Estación de Policía antonio nariño,"3,017,533,464",3
Bogotá,Estación de Policía kennedy,"3,002,016,390",41
Popayán,Estación de policía sur popayán,"3,014,408,793",8
ValledeAburra,Estación de Policía la candelaria,"3,014,670,864",30
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,740,734",20
Bogotá,Estación de Policía martires,"3,013,460,722",25
Bogotá,Estación de Policía ciudad bolivar,"3,017,533,877",54
Ibague,Estación de policía norte,"3,013,460,419",35
Valle,Estación de Policía versalles,"3,145,497,406",1
Villavicencio,Estación de Policía Villavicencio,"3,212,791,733",24
Bogotá,Estación de Policía engativa,"3,017,537,439",21
Popayán,Estación de policía sur popayán,"3,014,383,086",15
ValledeAburra,Estación de Policía la castilla,"3,014,383,534",14
Popayán,Estación de policía sur popayán,"3,014,380,747",13
SantaMarta,Estación de Policía cienaga,"3,016,880,947",1
Boyaca,Estación de Policía Chiquinquira,"3,013,070,461",1
Bogotá,Estación de Policía ciudad bolivar,"3,008,083,550",32
SantaMarta,Estación de Policía el rodadero,"3,008,742,017",11
ValledeAburra,Estación de Policía la candelaria,"3,014,572,691",21
ValledeAburra,Estación de Policía itagui,"3,127,148,681",9
SantaMarta,Estación de Policía rodrigo de bastidas,"3,174,285,350",24
Popayán,Estación de policía sur popayán,"3,014,408,056",7
Bogotá,Estación de Policía tunjuelito,"3,007,412,684",18
Bogotá,Estación de Policía engativa,"3,017,602,912",48
Pereira,Estación pereira,"3,146,585,386",13
Ibague,Estación de policía sur,"3,013,460,513",23
Cali,Estación de Policía municipal,"3,105,142,277",5
Cartagena,Estación de Policía caribe norte,"3,215,048,642",3
Bogotá,Estación de Policía chapinero,"3,013,460,852",50
Pasto,Estación centro,"3,218,431,132",8
Cordoba,Estación de Policía Tierralta,"3,107,288,299",2
ValledeAburra,Estación de Policía la castilla,"3,006,150,523",33
ValledeAburra,Estación Laureles,"3,042,030,572",3
Pereira,Estación pereira,"3,127,675,475",7
Cali,Estación el lido,"3,105,337,599",1
Cali,Estación de Policía jamundi,"3,168,434,411",1
Bogotá,Estación de Policía kennedy,"3,017,557,744",51
ValledeAburra,Estación Laureles,"3,005,609,554",26
Ibague,Estación de policía norte,"3,013,460,416",36
Popayán,Estación de policía norte popayán,"3,014,399,522",15
Cali,Estación la flora,"3,105,320,063",9
Valle,Estación de Policía bugalagrande,"3,185,908,599",1
Guajira,Estación de Policía Maicao,"3,004,058,412",11
Ibague,Estación de policía sur,"3,013,460,528",17
Bogotá,Estación de Policía suba,"3,008,093,143",22
Bogotá,Estación de Policía barrios unidos,"3,007,923,486",5
Bogotá,Estación de Policía usaquen,"3,002,016,214",34
Cúcuta,Estación de Policía villa del rosario,"3,174,362,152",7
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,738,730",3
Bogotá,Estación de Policía chapinero,"3,013,460,839",43
Bogotá,Estación de Policía martires,"3,002,006,711",8
Caldas,Estación de Policía Manizales,"3,217,049,417",4
Cúcuta,Estación de Policía villa del rosario,"3,174,338,087",1
Villavicencio,Estación de Policía Acacias,"3,016,555,919",2
Neiva,Estación de Policía neiva,"3,016,557,951",5
Bogotá,Estación de Policía usaquen,"3,013,460,798",50
Santander,Estación velez,"3,202,714,028",1
Pasto,Estación norte,"3,218,431,118",18
Santander,Estación san gil,"3,182,488,411",2
Quindio,Estación Armenia,"3,128,184,132",15
Caldas,Estación de Policía La Dorada,"3,016,557,516",5
Cali,Estación la candelaria,"3,105,238,565",1
ValledeAburra,Estación de Policía poblado,"3,013,923,624",11
Pereira,Estación pereira,"3,142,532,031",18
Bucaramanga,Estación e-03 sur,"3,013,461,865",13
Cali,Estación la flora,"3,105,315,875",1
SantaMarta,Estación de Policía distrito turistico de santa marta,"3,008,739,360",24
ValledeAburra,Estación de Policía villa hermosa,"3,127,213,612",2
Bogotá,Estación de Policía suba,"3,008,097,944",43
Bogotá,Estación de Policía engativa,"3,002,027,749",33
ValledeAburra,Estación de Policía aranjuez,"3,127,134,487",3
Bogotá,Estación de Policía teusaquillo,"3,017,537,595",17
Neiva,Estación de Policía neiva,"3,016,529,106",62
Bogotá,Estación de Policía suba,"3,008,095,457",6
Cordoba,Estación de Policía Montelibano,"3,205,579,429",2
Caqueta,Estación de Policía San Vicente del Caguan,"3,176,644,371",1
Bogotá,Estación de Policía bosa,"3,013,460,250",62
Neiva,Estación de Policía neiva,"3,016,529,159",66
Cúcuta,Estación de Policía el zulia,"3,152,350,683",2
Cundinamarca,Estación de Policía San Mateo,"3,004,686,215",2
ValledeAburra,Estación de Policía poblado,"3,006,173,177",12
ValledeAburra,Estación de Policía San Antonio de Prado,"3,006,162,937",8
Bogotá,Estación de Policía fontibon,"3,002,014,194",11
Barranquilla,Estación de Policía los almendros,"3,015,780,103",4
Cali,Estación el vallado,"3,105,233,258",10
ValledeAburra,Estación de Policía la castilla,"3,006,159,335",40
Risaralda,Estación guatica,"3,117,460,897",1
Bogotá,Estación de Policía chapinero,"3,002,026,830",25
ValledeAburra,Estación de Policía belen,"3,006,163,299",27
Ibague,Estación de policía norte,"3,013,460,432",5
Bogotá,Estación de Policía santa fe,"3,002,027,245",3
Bogotá,Estación de Policía antonio nariño,"3,002,027,760",2
Barranquilla,Estación de Policía simon bolivar,"3,013,461,202",1
Bogotá,Estación de Policía usaquen,"3,017,563,799",50
ValledeAburra,Estación de Policía la candelaria,"3,005,609,422",43
Bogotá,Estación de Policía teusaquillo,"3,013,460,931",39
Bogotá,Estación de Policía engativa,"3,017,565,861",40
Bucaramanga,Estación la cumbre,"3,013,461,893",3
Bogotá,Estación de Policía candelaria,"3,013,460,728",18
Cundinamarca,Estación de Policía Girardot,"3,005,418,410",4
Villavicencio,Estación de Policía Centauros,"3,214,541,491",12
Bucaramanga,Estación e-01 norte,"3,013,460,616",10
Pereira,subEstación caimalito,"3,127,832,409",1
MagdalenaMedio,Estación de Policía puerto berrio,"3,217,089,195",2
Boyaca,Estación de Policía Duitama,"3,004,604,061",4
ValledeAburra,Estación de Policía aranjuez,"3,005,614,208",27
Cúcuta,Estación de Policía los patios,"3,174,338,111",6
Ibague,Estación de policía norte,"3,013,460,473",20
Bogotá,Estación de Policía barrios unidos,"3,013,461,293",27
Barranquilla,Estación de Policía muvdi,"3,013,461,791",2
Uraba,Estación de Policíaturbo,"3,012,471,083",1
ValledeAburra,Estación de Policía bello,"3,127,142,524",2
Bucaramanga,Estación giron centro,"3,013,461,905",2
ValledeAburra,Estación de Policía la candelaria,"3,014,570,154",15
Cali,Estación de Policía floralia,"3,014,649,464",11
Valle,Estación de Policía palmira,"3,014,404,886",17
Bogotá,Estación de Policía san cristobal,"3,013,460,330",57
Cali,Estación la maria,"3,105,284,612",2
Cartagena,Estación de Policía nuevo bosque,"3,216,750,871",18
ValledeAburra,Estación de Policía la castilla,"3,127,213,379",5
Bogotá,Estación de Policía san cristobal,"3,002,017,896",8
Cúcuta,Estación de Policía centro,"3,174,419,730",15
ValledeAburra,Estación de Policía la candelaria,"3,014,388,304",24
Cali,Estación los mangos,"3,014,383,451",19
Bogotá,Estación de Policía martires,"3,013,460,723",24
Villavicencio,Estación de Policía Fundadores,"3,212,833,265",9
Popayán,Estación de policía norte popayán,"3,012,470,427",2
ValledeAburra,Estación de Policía la candelaria,"3,014,312,283",23
Meta,Estación de Policía Puerto Gaitan,"3,112,914,622",3
Bogotá,Estación de Policía santa fe,"3,017,576,061",43
Bogotá,Estación de Policía martires,"3,008,098,276",12
SantaMarta,Estación de Policía cienaga,"3,017,675,673",13
Cali,Estación el lido,"3,105,299,577",5
Cali,Estación la maria,"3,105,288,893",1
Bucaramanga,Estación e-02 centro,"3,013,460,656",14
Barranquilla,Estación de Policía norte,"3,013,461,389",6
ValledeAburra,Estación de Policía aranjuez,"3,006,155,624",25
Bogotá,Estación de Policía san cristobal,"3,017,534,274",21
Pereira,Estación pereira,"3,122,548,799",11
Barranquilla,Estación de Policía soledad centro historico,"3,013,461,246",11
Cartagena,Estación de Policía nuevo bosque,"3,013,461,223",8
ValledeAburra,Estación de Policía la estrella,"3,127,227,367",2
Bogotá,Estación de Policía kennedy,"3,002,026,917",11
Barranquilla,Estación de Policía soledad centro historico,"3,015,795,549",2
Cúcuta,Estación puerto santander,"3,174,492,246",1
ValledeAburra,Estación de Policía buenos aires,"3,127,219,633",6
Cali,Estación los mangos,"3,105,239,681",13
Villavicencio,Estación de Policía Villavicencio,"3,212,612,542",14
Bogotá,Estación de Policía usaquen,"3,007,458,778",38
Bogotá,Estación de Policía suba,"3,008,087,510",25
Cali,Estación terron colorado,"3,012,470,122",6
ValledeAburra,Estación de Policía la castilla,"3,006,173,457",34
Bogotá,Estación de Policía bosa,"3,013,460,261",68
Bogotá,Estación de Policía bosa,"3,013,460,240",58
Valle,Estación de Policía sevilla,"3,137,038,651",1
Ibague,Estación de policía centro,"3,013,460,397",19
MagdalenaMedio,Estación de Policía Puerto Boyaca,"3,132,180,317",4
Ibague,Estación de policía centro,"3,013,460,406",23
Antioquia,Estación Sonson,"3,218,412,620",1
Bogotá,Estación de Policía suba,"3,002,015,346",56
Barranquilla,Estación de Policía bosque,"3,013,461,356",2
Valle,Estación de Policía palmira,"3,014,403,714",18
Meta,Estación de Policía el Dorado,"3,114,900,176",1
Pasto,Estación norte,"3,218,431,110",10
Bogotá,Estación de Policía san cristobal,"3,002,010,827",17
Bogotá,Estación de Policía usme,"3,017,536,578",9
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,902",72
Cali,Estación el diamante,"3,014,896,485",22
Antioquia,Estación Frontino,"3,117,443,055",1
Valle,Estación de Policía zarzal,"3,137,126,776",1
Risaralda,Estación de Policía balboa,"3,208,544,875",1
Boyaca,Estación de Policía Chiquinquira,"3,013,070,541",3
Cúcuta,Estación de Policía ospina perez,"3,174,319,224",10
ValledeAburra,Estación de Policía belen,"3,014,570,327",17
SantaMarta,Estación de Policía el rodadero,"3,008,739,396",5
ValledeAburra,Estación de Policía envigado,"3,127,201,850",7
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,378",80
Bogotá,Estación de Policía usme,"3,008,085,948",26
Popayán,Estación de policía norte popayán,"3,014,395,297",4
ValledeAburra,Estación de Policía popular,"3,127,129,279",6
Cali,Estación terron colorado,"3,105,306,167",3
Valle,Estación de Policía palmira,"3,014,403,400",11
Barranquilla,Estación de Policía soledad centro historico,"3,015,796,771",13
Bogotá,Estación de Policía ciudad bolivar,"3,008,098,408",25
Bogotá,Estación de Policía ciudad bolivar,"3,002,009,570",44
ValledeAburra,Estación de Policía envigado,"3,127,343,180",19
Pasto,Estación centro,"3,218,431,138",14
Bogotá,Estación de Policía usaquen,"3,013,460,993",48
Bucaramanga,Estación e-01 norte,"3,013,460,591",3
ValledeAburra,Estación Laureles,"3,005,609,102",14
Neiva,Estación de Policía rivera,"3,016,528,629",1
Cali,Estación de Policía agua blanca,"3,105,127,351",3
Cali,Estación el lido,"3,014,645,060",14
Cartagena,Estación de Policía nuevo bosque,"3,106,506,241",13
Bogotá,Estación de Policía teusaquillo,"3,013,460,833",32
Bogotá,Estación de Policía fontibon,"3,013,460,188",40
Bogotá,Estación de Policía ciudad bolivar,"3,017,537,979",35
ValledeAburra,Estación de Policía envigado,"3,127,217,380",1
Bogotá,Estación de Policía san cristobal,"3,013,460,314",62
Bogotá,Estación de Policía usme,"3,017,567,727",1
Villavicencio,Estación de Policía Fundadores,"3,214,507,214",30
Bogotá,Estación de Policía bosa,"3,017,606,765",18
Bogotá,Estación de Policía chapinero,"3,017,533,869",26
Bogotá,Estación de Policía ciudad bolivar,"3,002,012,270",3
ValledeAburra,Estación San Javier,"3,127,137,669",8
Bogotá,Estación de Policía usme,"3,008,005,412",23
Antioquia,Estación el Peñol,"3,218,774,439",1
Cali,Estación desepaz,"3,105,121,055",1
Bogotá,Estación de Policía fontibon,"3,002,012,802",10
SantaMarta,Estación de Policía rodrigo de bastidas,"3,008,748,276",19
Cali,Estación el diamante,"3,105,274,941",3
Cali,Estación el diamante,"3,105,298,496",6
Cúcuta,Estación de Policía ospina perez,"3,174,313,920",2
Bogotá,Estación de Policía suba,"3,008,091,356",1
Bogotá,Estación de Policía kennedy,"3,017,606,877",31
Bogotá,Estación de Policía usme,"3,007,925,732",29
ValledeAburra,Estación de Policía belen,"3,014,572,208",16
Bogotá,Estación de Policía suba,"3,016,832,334",62
Antioquia,Estación de Policía Cisneros,"3,216,394,779",1
Cundinamarca,Estación de Policía Soacha Centro,"3,203,779,270",5
Cali,Estación desepaz,"3,014,399,880",23
Valle,Estación de Policía tulua,"3,016,527,655",7
Bogotá,Estación de Policía rafael uribe,"3,007,929,897",7
Bucaramanga,Estación e-02 centro,"3,013,460,637",1
Putumayo,Estación de Policía puerto asis,"3,145,625,137",6
Bogotá,Estación de Policía engativa,"3,008,050,580",7
Bogotá,Estación de Policía chapinero,"3,017,537,860",12
Ibague,Estación de Policía cajamarca,"3,013,460,497",2
Santander,Estación velez,"3,118,502,883",2
Cali,Estación de Policía alfonso lopez,"3,105,275,985",2
Popayán,Estación de policía sur popayán,"3,014,387,027",31
Bogotá,Estación de Policía rafael uribe,"3,002,025,906",15
Pereira,Estación pereira,"3,013,461,316",28
Bogotá,Estación de Policía barrios unidos,"3,008,093,501",20
Villavicencio,Estación de Policía Centauros,"3,214,543,597",15
Bogotá,Estación de Policía chapinero,"3,013,460,840",57
Bogotá,Estación de Policía usme,"3,017,570,613",3
Bogotá,Estación de Policía chapinero,"3,013,460,986",45
Pasto,Estación sur,"3,218,431,164",16
Bogotá,Estación de Policía rafael uribe,"3,013,460,366",35
ValledeAburra,Estación de Policía San Antonio de Prado,"3,006,164,017",7
Bogotá,Estación de Policía kennedy,"3,017,561,615",14
Bucaramanga,Estación e-01 norte,"3,013,460,621",12
Bogotá,Estación de Policía bosa,"3,013,460,227",78
Cali,Estación mariano ramos,"3,012,471,079",15
Barranquilla,Estación de Policía san jose,"3,013,461,264",12
Cartagena,Estación de Policía centro historico,"3,135,468,765",18
Bogotá,Estación de Policía kennedy,"3,017,535,123",47
ValledeAburra,Estación Laureles,"3,006,173,876",31
Bogotá,Estación de Policía usme,"3,013,460,302",31
Risaralda,Estación de Policía apia,"3,217,505,248",2
Bogotá,Estación de Policía usaquen,"3,008,092,696",32
ValledeAburra,Estación de Policía doce de octubre,"3,006,167,225",17
Villavicencio,Estación de Policía Centauros,"3,214,518,201",3
Risaralda,Estación de Policía apia,"3,105,060,770",1
Bogotá,Estación de Policía usaquen,"3,013,460,892",57
Bogotá,Estación de Policía engativa,"3,016,828,727",47
Bogotá,Estación de Policía ciudad bolivar,"3,013,460,860",69
Cali,Estación de Policía alfonso lopez,"3,014,654,355",11
Barranquilla,Estación de Policía ciudadela,"3,013,461,360",13
Bogotá,Estación de Policía ciudad bolivar,"3,002,014,558",65
Pasto,Estación centro,"3,218,431,136",12
Pereira,Estación de Policía dos quebradas,"3,013,461,297",2
Bogotá,Estación de Policía chapinero,"3,013,460,806",55
Cali,Estación el diamante,"3,105,281,357",15
Cali,Estación los mangos,"3,105,257,721",10
Ibague,Estación de policía centro,"3,013,460,574",1
ValledeAburra,Estación de Policía itagui,"3,127,204,908",5
Bogotá,Estación de Policía bosa,"3,017,601,987",3
Valle,Estación de Policía Cascajal,"3,014,388,255",26
Cúcuta,Estación de Policía centro,"3,152,118,504",3
Bogotá,Estación de Policía barrios unidos,"3,007,924,218",1
Bogotá,Estación de Policía bosa,"3,013,460,280",53
Ibague,Estación de policía sur,"3,013,460,550",6
Villavicencio,Estación de Policía Villavicencio,"3,212,551,841",3
Valle,Estación de Policía buga,"3,014,397,181",3
Bogotá,Estación de Policía chapinero,"3,013,460,936",40
Bogotá,Estación de Policía teusaquillo,"3,002,005,334",22
Bogotá,Estación de Policía engativa,"3,007,458,734",62
Bucaramanga,Estación e-01 norte,"3,013,460,583",1
Cali,Estación fray damian,"3,105,287,733",3
Pereira,subEstación puerto caldas,"3,133,893,706",1
Ibague,Estación de policía norte,"3,013,460,412",13
Caldas,Estación de Policía Manizales,"3,217,038,156",3
Cundinamarca,Estación de Policía Chicó,"3,004,724,977",3
Popayán,Estación de policía norte popayán,"3,014,399,642",13
